"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"3845","숙박업","03_11_03_P","5110000","5110000-201-2001-00138","1983-10-18","","03","폐업","02","폐업","2017-01-17","","","","054 5352201","136.86","742-050","경상북도 상주시 서성동 156-2번지","경상북도 상주시 서성2길 34 (서성동)","37188","시온장여관","2008-06-05 15:32:27","I","2018-08-31 23:59:59","여관업","304075.433210309","324643.733783003","여관업","3","1","2","3","0","0","16","6","","","","자가","","","N",
"3846","숙박업","03_11_03_P","5110000","5110000-201-2001-00139","2001-11-13","","03","폐업","02","폐업","2002-02-27","","","","054 5341366","0.00","742-050","경상북도 상주시 서성동 110-23번지","","","경우장여관","2002-02-27 00:00:00","I","2018-08-31 23:59:59","여관업","304008.621353599","324595.73451904","여관업","0","0","0","","0","","0","15","","","","","","","N",
"3847","숙박업","03_11_03_P","5110000","5110000-201-2001-00141","1988-01-16","","03","폐업","02","폐업","2015-12-16","","","","054 5331030","306.13","742-050","경상북도 상주시 서성동 107-1번지","경상북도 상주시 서성3길 34 (서성동)","37189","파크장여관","2006-03-31 00:00:00","I","2018-08-31 23:59:59","여관업","304078.188426625","324709.133669212","여관업","4","1","2","4","","","9","10","","","","자가","","","N",
"3848","숙박업","03_11_03_P","5110000","5110000-201-2001-00078","2001-11-12","","03","폐업","02","폐업","2002-02-26","","","","054 5417303","0.00","742-802","경상북도 상주시 함창읍 구향리 148번지","","","귀관여관","2002-02-26 00:00:00","I","2018-08-31 23:59:59","여관업","","","여관업","0","0","0","","0","","0","6","","","","","","","N",
"3849","숙박업","03_11_03_P","5110000","5110000-201-2001-00079","1974-01-31","","03","폐업","02","폐업","2019-09-24","","","","054 5413005","123.20","742-802","경상북도 상주시 함창읍 구향리 120-3번지","경상북도 상주시 함창읍 함령길 47","37116","제일여인숙","2019-09-24 10:24:32","U","2019-09-26 02:40:00","여인숙업","305611.793481541","341403.214592228","여인숙업","1","0","1","1","0","0","0","6","","","","자가","","","N",
"3850","숙박업","03_11_03_P","5110000","5110000-201-2001-00093","1999-05-15","","03","폐업","02","폐업","2011-05-23","","","","054 5311071","133.92","742-852","경상북도 상주시 내서면 노류리 403번지","","","유정장방갈로","2011-05-24 09:50:50","I","2018-08-31 23:59:59","숙박업 기타","","","숙박업 기타","1","","1","1","","","","12","","","","","","","N",
"3851","숙박업","03_11_03_P","5110000","5110000-201-2001-00094","1995-08-26","","03","폐업","02","폐업","2004-07-21","","","","054 5339770","154.76","742-852","경상북도 상주시 내서면 서원리 111-5번지","","","밤원장여관","2003-08-19 00:00:00","I","2018-08-31 23:59:59","여관업","289874.691570159","326844.758611122","여관업","3","","2","3","","","","20","","","","자가","","","N",
"3852","숙박업","03_11_03_P","5110000","5110000-201-2001-00096","2001-11-13","","03","폐업","02","폐업","2002-02-22","","","","054 5339246","0.00","742-882","경상북도 상주시 화동면 이소리 441-1번지","","","개미여인숙","2002-02-22 00:00:00","I","2018-08-31 23:59:59","여인숙업","","","여인숙업","0","0","0","","0","","0","11","","","","","","","N",
"3853","숙박업","03_11_03_P","5110000","5110000-201-2001-00097","2001-11-13","","03","폐업","02","폐업","2002-03-20","","","","054 5339408","0.00","742-882","경상북도 상주시 화동면 이소리 348-321번지","","","낙원여인숙","2002-03-20 00:00:00","I","2018-08-31 23:59:59","여인숙업","","","여인숙업","0","0","0","","0","","0","7","","","","","","","N",
"3854","숙박업","03_11_03_P","5110000","5110000-201-2001-00101","1988-11-10","","03","폐업","02","폐업","2005-04-18","","","","054 5343800","201.74","742-871","경상북도 상주시 화북면 용유리 260-2번지","","","화북장여관","2004-08-13 00:00:00","I","2018-08-31 23:59:59","여관업","282529.064272083","340682.99995585","여관업","2","","1","2","","","","9","","","","임대","","","N",
"3855","숙박업","03_11_03_P","5110000","5110000-201-2001-00102","1997-12-27","","03","폐업","02","폐업","2019-04-09","","","","054 5338972","197.39","742-873","경상북도 상주시 화북면 장암리 986-2번지","경상북도 상주시 화북면 문장대2길 141-3","37102","산수장여관","2019-04-09 16:16:32","U","2019-04-11 02:40:00","여관업","280105.738757918","341394.193748953","여관업","2","0","1","2","0","0","7","2","","","","자가","","","N",
"3856","숙박업","03_11_03_P","5110000","5110000-201-2001-00104","1998-05-27","","03","폐업","02","폐업","2010-10-25","","","","054 5416310","72.36","742-933","경상북도 상주시 은척면 봉중리 386-8번지","","","우복동여관","2003-08-19 00:00:00","I","2018-08-31 23:59:59","여관업","295989.739758968","337394.080624738","여관업","2","","1","2","","","","7","","","","자가","","","N",
"3857","숙박업","03_11_03_P","5110000","5110000-201-2001-00106","1968-06-08","","03","폐업","02","폐업","2008-09-22","","","","054 5352547","0.00","742-903","경상북도 상주시 남성동 102번지","","","상일여인숙","2003-08-19 00:00:00","I","2018-08-31 23:59:59","여인숙업","","","여인숙업","1","","1","1","","","","7","","","","자가","","","N",
"3858","숙박업","03_11_03_P","5110000","5110000-201-1987-00001","1985-10-29","","03","폐업","02","폐업","2018-04-19","","","","054 5352233","147.25","742-030","경상북도 상주시 성하동 10-5번지","경상북도 상주시 성하2길 30 (성하동)","37194","귀빈장여관","2018-04-19 14:53:23","I","2018-08-31 23:59:59","여관업","304252.663784953","324460.785809798","여관업","3","0","2","3","0","0","1","12","","","","자가","","","N",
"3859","숙박업","03_11_03_P","5110000","5110000-201-2001-00087","1994-12-21","","03","폐업","02","폐업","2008-09-23","","","","054 5313270","456.78","742-951","경상북도 상주시 낙동면 낙동리 451-4번지","","","스타장여관","2003-07-25 00:00:00","I","2018-08-31 23:59:59","여관업","316595.646817255","318515.596061185","여관업","6","","3","4","","","4","10","","","","임대","","","N",
"3860","숙박업","03_11_03_P","5110000","5110000-201-2001-00108","1989-11-22","","03","폐업","02","폐업","2017-11-28","","","","054 5333222","145.89","742-903","경상북도 상주시 남성동 104-17번지","경상북도 상주시 남성로 26-32 (남성동)","37212","청수장여관","2017-11-28 15:00:03","I","2018-08-31 23:59:59","여관업","304131.191699799","324167.72201266","여관업","5","1","3","5","","","9","4","","","","","","","N",
"3861","숙박업","03_11_03_P","5110000","5110000-201-2002-00008","2002-06-28","","03","폐업","02","폐업","2011-05-23","","","","054 5331800","480.04","742-050","경상북도 상주시 서성동 101-4번지","","","쿨모텔","2011-05-24 09:50:04","I","2018-08-31 23:59:59","여관업","","","여관업","2","","1","2","","","7","10","","","","임대","","","N",
"3862","숙박업","03_11_03_P","5110000","5110000-201-2002-00005","1997-11-03","","03","폐업","02","폐업","2005-01-18","","","","054 5324169","38.89","742-844","경상북도 상주시 공성면 산현리 851-15번지","","","역전여인숙","2003-08-19 00:00:00","I","2018-08-31 23:59:59","여인숙업","","","여인숙업","1","","1","1","","","7","","","","","자가","","","N",
"3863","숙박업","03_11_03_P","5110000","5110000-201-2001-00140","1987-12-15","","03","폐업","02","폐업","2009-08-03","","","","054 5352900","491.84","742-050","경상북도 상주시 서성동 163-54번지","","","브니엘장","2008-01-08 16:00:40","I","2018-08-31 23:59:59","여관업","304135.807614011","324575.661156796","여관업","3","1","1","3","","","5","12","","","","자가","","","N",
"3864","숙박업","03_11_03_P","5110000","5110000-201-2001-00119","1996-10-10","","03","폐업","02","폐업","2017-07-10","","","","054 5312347","445.73","742-905","경상북도 상주시 무양동 54-5번지","경상북도 상주시 무양2길 18 (무양동)","37181","허브모텔","2017-07-10 13:20:19","I","2018-08-31 23:59:59","여관업","303520.608734671","324895.163422148","여관업","4","","1","4","","","8","19","","","","자가","","","N",
"3865","숙박업","03_11_03_P","5110000","5110000-201-2004-00003","2004-06-14","","03","폐업","02","폐업","2018-07-11","","","","054 530 5000","998.97","742-050","경상북도 상주시 서성동 121-1번지","경상북도 상주시 상산로 294 (서성동)","37188","상주관광호텔","2018-07-11 15:58:45","I","2018-08-31 23:59:59","관광호텔","303935.541275373","324627.375000604","관광호텔","4","1","2","4","0","0","0","30","","","","","","","N",
"3866","숙박업","03_11_03_P","5110000","5110000-201-2001-00147","2001-11-13","","03","폐업","02","폐업","2002-10-01","","","","054 5355566","0.00","742-050","경상북도 상주시 서성동 99-3번지","","","중앙여인숙","2002-10-01 00:00:00","I","2018-08-31 23:59:59","여인숙업","304142.350850814","324709.349629008","여인숙업","0","0","0","","0","","0","7","","","","","","","N",
"3867","숙박업","03_11_03_P","5110000","5110000-201-2001-00095","1995-05-04","","03","폐업","02","폐업","2018-08-31","","","","054 531 1180","99.63","742-882","경상북도 상주시 화동면 이소리 756-1번지","경상북도 상주시 화동면 이소1길 178","37146","청운장","2018-08-31 16:27:37","I","2018-08-31 23:59:59","여관업","284396.779746598","322019.353644921","여관업","2","0","1","2","0","0","1","5","","","","임대","","","N",
"3868","숙박업","03_11_03_P","5110000","5110000-201-2002-00012","2002-09-28","","03","폐업","02","폐업","2014-01-09","","","","054 5354144","594.00","742-905","경상북도 상주시 무양동 55-21번지","경상북도 상주시 무양2길 8 (무양동)","37181","퀸즈모텔","2013-04-01 13:33:37","I","2018-08-31 23:59:59","여관업","303532.279846091","324827.544249526","여관업","5","","3","5","","","3","19","","","","자가","","","N",
"3869","숙박업","03_11_03_P","5110000","5110000-201-2002-00010","1998-04-03","","03","폐업","02","폐업","2018-08-14","","","","054 532 1123","152.00","742-872","경상북도 상주시 화북면 운흥리 135번지","경상북도 상주시 화북면 속리산로 2437","37100","문장대온천장","2018-08-16 08:59:51","I","2018-08-31 23:59:59","여관업","273577.304015011","344688.757651271","여관업","3","1","1","3","0","0","24","0","","","","자가","","","N",
"3870","숙박업","03_11_03_P","5110000","5110000-201-2001-00134","2001-11-13","","03","폐업","02","폐업","2002-02-23","","","","054 5352513","0.00","742-050","경상북도 상주시 서성동 130-4번지","","","천마여관","2002-02-23 00:00:00","I","2018-08-31 23:59:59","여관업","303934.047360152","324699.820333752","여관업","0","0","0","","0","","0","10","","","","","","","N",
"3871","숙박업","03_11_03_P","5110000","5110000-201-2001-00107","2001-11-13","","03","폐업","02","폐업","2002-03-11","","","","054 5352438","0.00","742-903","경상북도 상주시 남성동 100-1번지","","","현남여관","2002-03-12 00:00:00","I","2018-08-31 23:59:59","여관업","304226.278051972","324167.431728247","여관업","0","0","0","","0","","0","9","","","","","","","N",
"3872","숙박업","03_11_03_P","5110000","5110000-201-2001-00157","1979-01-06","","03","폐업","02","폐업","2015-02-04","","","","054 5352282","177.82","742-030","경상북도 상주시 성하동 8-7번지","경상북도 상주시 성하2길 25 (성하동)","37194","송도장여관","2003-08-19 00:00:00","I","2018-08-31 23:59:59","여관업","304276.727535763","324434.903029996","여관업","3","1","2","3","","","","12","","","","자가","","","N",
"3873","숙박업","03_11_03_P","5110000","5110000-201-2001-00128","1998-11-18","","03","폐업","02","폐업","2019-10-08","","","","054 5362863","159.38","742-070","경상북도 상주시 냉림동 354-14번지","경상북도 상주시 상산로 338-8 (냉림동)","37179","대광여인숙","2019-10-08 13:10:05","U","2019-10-10 02:40:00","여인숙업","303905.266577609","325075.541094152","여인숙업","1","0","1","1","0","0","12","0","","","","자가","","","N",
"3874","숙박업","03_11_03_P","5110000","5110000-201-2001-00109","2001-11-13","","03","폐업","02","폐업","2002-03-11","","","","054 5323649","0.00","742-903","경상북도 상주시 남성동 2-5번지","","","은하여관","2002-03-12 00:00:00","I","2018-08-31 23:59:59","여관업","304188.954909404","324340.717059062","여관업","0","0","0","","0","","0","11","","","","","","","N",
"3875","숙박업","03_11_03_P","5110000","5110000-201-2001-00156","2001-11-13","","03","폐업","02","폐업","2003-02-04","","","","054 5331313","0.00","742-030","경상북도 상주시 성하동 8-4번지","","","백운장여관","2003-02-04 00:00:00","I","2018-08-31 23:59:59","여관업","304252.176889821","324439.114193653","여관업","0","0","0","","0","","0","11","","","","","","","N",
"3876","숙박업","03_11_03_P","5110000","5110000-201-2001-00158","2001-11-13","","03","폐업","02","폐업","2002-02-22","","","","054 5354582","0.00","742-030","경상북도 상주시 성하동 8-13번지","","","극동여인숙","2002-02-22 00:00:00","I","2018-08-31 23:59:59","여인숙업","304239.311924915","324413.842313295","여인숙업","0","0","0","","0","","0","6","","","","","","","N",
"3877","숙박업","03_11_03_P","5110000","5110000-201-2001-00146","1993-05-21","","03","폐업","02","폐업","2006-07-18","","","","054 5321511","53.37","742-050","경상북도 상주시 서성동 124-8번지","","","성일여인숙","2003-06-05 00:00:00","I","2018-08-31 23:59:59","여인숙업","303990.807916206","324695.28302572","여인숙업","1","","1","1","","","","6","","","","","","","N",
"3878","숙박업","03_11_03_P","5110000","5110000-201-2001-00151","1998-04-03","","03","폐업","02","폐업","2017-05-01","","","","054 5339990","500.51","742-040","경상북도 상주시 복룡동 457-3번지","경상북도 상주시 삼백로 175-6 (복룡동)","37178","블랙모텔","2018-02-22 15:08:41","I","2018-08-31 23:59:59","여관업","","","여관업","4","1","1","4","","","","27","","","","자가","","","N",
"3879","숙박업","03_11_03_P","5110000","5110000-201-2002-00006","1994-02-08","","03","폐업","02","폐업","2017-10-30","","","","054 5313353","110.15","742-860","경상북도 상주시 화서면 663-1번지","경상북도 상주시 화서면 문장로 8","37138","문장대모텔","2017-10-30 14:21:18","I","2018-08-31 23:59:59","여관업","289081.315193722","327429.163822914","여관업","3","1","2","3","","","4","5","","","","임대","","","N",
